error_type,timestamp,provider,model,session,entry,error_detail,status,attempt,signal,source_file,evidence
upstream_http_error,2026-08-03 00:41:07,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 00:41:07,002 - WARNING - [remote] upstream error status=400 url=https://opencode.ai/zen/go/v1/chat/completions body={""error"":{""param"":null,""type"":""invalid_request_error"",""code"":""invalid_request_error"",""message"":""Error from provider (Console Go): Upstream request failed: [invalid_request_error] The `reasoning_content` in the thinking mode must be passed back to the API.""}}"
upstream_http_error,2026-08-03 00:41:40,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 00:41:40,084 - WARNING - [remote] upstream error status=400 url=https://opencode.ai/zen/go/v1/chat/completions body={""error"":{""param"":null,""type"":""invalid_request_error"",""code"":""invalid_request_error"",""message"":""Error from provider (Console Go): Upstream request failed: [invalid_request_error] The `reasoning_content` in the thinking mode must be passed back to the API.""}}"
upstream_http_error,2026-08-03 00:41:40,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 00:41:40,842 - WARNING - [remote] upstream error status=400 url=https://opencode.ai/zen/go/v1/chat/completions body={""error"":{""param"":null,""type"":""invalid_request_error"",""code"":""invalid_request_error"",""message"":""Error from provider (Console Go): Upstream request failed: [invalid_request_error] The `reasoning_content` in the thinking mode must be passed back to the API.""}}"
upstream_http_error,2026-08-03 00:41:41,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 00:41:41,337 - WARNING - [remote] upstream error status=400 url=https://api.deepseek.com/v1/chat/completions body={""error"":{""message"":""The `reasoning_content` in the thinking mode must be passed back to the API."",""type"":""invalid_request_error"",""param"":null,""code"":""invalid_request_error""}}"
upstream_http_error,2026-08-03 00:43:44,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 00:43:44,526 - WARNING - [remote] upstream error status=400 url=https://opencode.ai/zen/go/v1/chat/completions body={""error"":{""param"":null,""type"":""invalid_request_error"",""code"":""invalid_request_error"",""message"":""Error from provider (Console Go): Upstream request failed: [invalid_request_error] The `reasoning_content` in the thinking mode must be passed back to the API.""}}"
upstream_http_error,2026-08-03 00:43:45,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 00:43:45,290 - WARNING - [remote] upstream error status=400 url=https://opencode.ai/zen/go/v1/chat/completions body={""error"":{""param"":null,""type"":""invalid_request_error"",""code"":""invalid_request_error"",""message"":""Error from provider (Console Go): Upstream request failed: [invalid_request_error] The `reasoning_content` in the thinking mode must be passed back to the API.""}}"
upstream_http_error,2026-08-03 00:43:45,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 00:43:45,363 - WARNING - [remote] upstream error status=400 url=https://opencode.ai/zen/go/v1/chat/completions body={""error"":{""param"":null,""type"":""invalid_request_error"",""code"":""invalid_request_error"",""message"":""Error from provider (Console Go): Upstream request failed: [invalid_request_error] The `reasoning_content` in the thinking mode must be passed back to the API.""}}"
upstream_http_error,2026-08-03 00:43:45,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 00:43:45,907 - WARNING - [remote] upstream error status=400 url=https://api.deepseek.com/v1/chat/completions body={""error"":{""message"":""The `reasoning_content` in the thinking mode must be passed back to the API."",""type"":""invalid_request_error"",""param"":null,""code"":""invalid_request_error""}}"
upstream_http_error,2026-08-03 00:43:46,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 00:43:46,132 - WARNING - [remote] upstream error status=400 url=https://opencode.ai/zen/go/v1/chat/completions body={""error"":{""param"":null,""type"":""invalid_request_error"",""code"":""invalid_request_error"",""message"":""Error from provider (Console Go): Upstream request failed: [invalid_request_error] The `reasoning_content` in the thinking mode must be passed back to the API.""}}"
upstream_http_error,2026-08-03 00:45:39,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 00:45:39,259 - WARNING - [remote] upstream error status=400 url=https://opencode.ai/zen/go/v1/chat/completions body={""error"":{""param"":null,""type"":""invalid_request_error"",""code"":""invalid_request_error"",""message"":""Error from provider (Console Go): Upstream request failed: [invalid_request_error] The `reasoning_content` in the thinking mode must be passed back to the API.""}}"
upstream_http_error,2026-08-03 00:45:40,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 00:45:40,479 - WARNING - [remote] upstream error status=400 url=https://opencode.ai/zen/go/v1/chat/completions body={""error"":{""param"":null,""type"":""invalid_request_error"",""code"":""invalid_request_error"",""message"":""Error from provider (Console Go): Upstream request failed: [invalid_request_error] The `reasoning_content` in the thinking mode must be passed back to the API.""}}"
upstream_http_error,2026-08-03 00:45:41,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 00:45:41,146 - WARNING - [remote] upstream error status=400 url=https://api.deepseek.com/v1/chat/completions body={""error"":{""message"":""The `reasoning_content` in the thinking mode must be passed back to the API."",""type"":""invalid_request_error"",""param"":null,""code"":""invalid_request_error""}}"
backend_retry,2026-08-03 00:53:26,,,,,ReadTimeout,,1/8,timeout_failures,proxy.log.2026-08-03_03,"2026-08-03 00:53:26,025 - WARNING - backend_retry path=v1/chat/completions stream=True attempt=1/8 delay=0.189s signal=timeout_failures error=ReadTimeout"
upstream_http_error,2026-08-03 01:00:19,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 01:00:19,399 - WARNING - [remote] upstream error status=400 url=https://opencode.ai/zen/go/v1/chat/completions body={""error"":{""param"":null,""type"":""invalid_request_error"",""code"":""invalid_request_error"",""message"":""Error from provider (Console Go): Upstream request failed: [invalid_request_error] The `reasoning_content` in the thinking mode must be passed back to the API.""}}"
upstream_http_error,2026-08-03 01:00:20,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 01:00:20,376 - WARNING - [remote] upstream error status=400 url=https://opencode.ai/zen/go/v1/chat/completions body={""error"":{""param"":null,""type"":""invalid_request_error"",""code"":""invalid_request_error"",""message"":""Error from provider (Console Go): Upstream request failed: [invalid_request_error] The `reasoning_content` in the thinking mode must be passed back to the API.""}}"
upstream_http_error,2026-08-03 01:00:21,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 01:00:21,033 - WARNING - [remote] upstream error status=400 url=https://api.deepseek.com/v1/chat/completions body={""error"":{""message"":""The `reasoning_content` in the thinking mode must be passed back to the API."",""type"":""invalid_request_error"",""param"":null,""code"":""invalid_request_error""}}"
backend_retry,2026-08-03 01:04:31,,,,,ReadTimeout,,1/8,timeout_failures,proxy.log.2026-08-03_03,"2026-08-03 01:04:31,126 - WARNING - backend_retry path=v1/chat/completions stream=True attempt=1/8 delay=0.297s signal=timeout_failures error=ReadTimeout"
stream_finish_error,2026-08-03 01:04:34,opencode-go,deepseek-v4-flash,019fc4eb-621f-7625-a3ef-c9c8cd34ec50,opencode-go-2-deepseek,finish_reason:error,,,,proxy.log.2026-08-03_03,"2026-08-03 01:04:34,461 - INFO - Stream finished: reason=error session=019fc4eb-621f-7625-a3ef-c9c8cd34ec50 provider=opencode-go model=deepseek-v4-flash entry=opencode-go-2-deepseek request=[{'type': 'text', 'text': 'Review the following podcast script.\n\n| Speaker | S..."
upstream_http_error,2026-08-03 01:06:01,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 01:06:01,090 - WARNING - [remote] upstream error status=400 url=https://opencode.ai/zen/go/v1/chat/completions body={""error"":{""param"":null,""type"":""invalid_request_error"",""code"":""invalid_request_error"",""message"":""Error from provider (Console Go): Upstream request failed: [invalid_request_error] The `reasoning_content` in the thinking mode must be passed back to the API.""}}"
upstream_http_error,2026-08-03 01:06:02,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 01:06:02,046 - WARNING - [remote] upstream error status=400 url=https://opencode.ai/zen/go/v1/chat/completions body={""error"":{""param"":null,""type"":""invalid_request_error"",""code"":""invalid_request_error"",""message"":""Error from provider (Console Go): Upstream request failed: [invalid_request_error] The `reasoning_content` in the thinking mode must be passed back to the API.""}}"
upstream_http_error,2026-08-03 01:06:02,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 01:06:02,681 - WARNING - [remote] upstream error status=400 url=https://api.deepseek.com/v1/chat/completions body={""error"":{""message"":""The `reasoning_content` in the thinking mode must be passed back to the API."",""type"":""invalid_request_error"",""param"":null,""code"":""invalid_request_error""}}"
upstream_http_error,2026-08-03 01:06:05,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 01:06:05,932 - WARNING - [remote] upstream error status=400 url=https://opencode.ai/zen/go/v1/chat/completions body={""error"":{""param"":null,""type"":""invalid_request_error"",""code"":""invalid_request_error"",""message"":""Error from provider (Console Go): Upstream request failed: [invalid_request_error] The `reasoning_content` in the thinking mode must be passed back to the API.""}}"
upstream_http_error,2026-08-03 01:06:06,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 01:06:06,807 - WARNING - [remote] upstream error status=400 url=https://opencode.ai/zen/go/v1/chat/completions body={""error"":{""param"":null,""type"":""invalid_request_error"",""code"":""invalid_request_error"",""message"":""Error from provider (Console Go): Upstream request failed: [invalid_request_error] The `reasoning_content` in the thinking mode must be passed back to the API.""}}"
upstream_http_error,2026-08-03 01:10:42,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 01:10:42,116 - WARNING - [remote] upstream error status=400 url=https://opencode.ai/zen/go/v1/chat/completions body={""error"":{""param"":null,""type"":""invalid_request_error"",""code"":""invalid_request_error"",""message"":""Error from provider (Console Go): Upstream request failed: [invalid_request_error] The `reasoning_content` in the thinking mode must be passed back to the API.""}}"
upstream_http_error,2026-08-03 01:10:42,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 01:10:42,899 - WARNING - [remote] upstream error status=400 url=https://opencode.ai/zen/go/v1/chat/completions body={""error"":{""param"":null,""type"":""invalid_request_error"",""code"":""invalid_request_error"",""message"":""Error from provider (Console Go): Upstream request failed: [invalid_request_error] The `reasoning_content` in the thinking mode must be passed back to the API.""}}"
upstream_http_error,2026-08-03 01:10:43,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 01:10:43,466 - WARNING - [remote] upstream error status=400 url=https://api.deepseek.com/v1/chat/completions body={""error"":{""message"":""The `reasoning_content` in the thinking mode must be passed back to the API."",""type"":""invalid_request_error"",""param"":null,""code"":""invalid_request_error""}}"
upstream_http_error,2026-08-03 01:11:08,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 01:11:08,400 - WARNING - [remote] upstream error status=400 url=https://opencode.ai/zen/go/v1/chat/completions body={""error"":{""param"":null,""type"":""invalid_request_error"",""code"":""invalid_request_error"",""message"":""Error from provider (Console Go): Upstream request failed: [invalid_request_error] The `reasoning_content` in the thinking mode must be passed back to the API.""}}"
upstream_http_error,2026-08-03 01:11:09,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 01:11:09,382 - WARNING - [remote] upstream error status=400 url=https://opencode.ai/zen/go/v1/chat/completions body={""error"":{""param"":null,""type"":""invalid_request_error"",""code"":""invalid_request_error"",""message"":""Error from provider (Console Go): Upstream request failed: [invalid_request_error] The `reasoning_content` in the thinking mode must be passed back to the API.""}}"
upstream_http_error,2026-08-03 01:11:38,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 01:11:38,887 - WARNING - [remote] upstream error status=400 url=https://opencode.ai/zen/go/v1/chat/completions body={""error"":{""param"":null,""type"":""invalid_request_error"",""code"":""invalid_request_error"",""message"":""Error from provider (Console Go): Upstream request failed: [invalid_request_error] The `reasoning_content` in the thinking mode must be passed back to the API.""}}"
upstream_http_error,2026-08-03 01:11:39,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 01:11:39,722 - WARNING - [remote] upstream error status=400 url=https://opencode.ai/zen/go/v1/chat/completions body={""error"":{""param"":null,""type"":""invalid_request_error"",""code"":""invalid_request_error"",""message"":""Error from provider (Console Go): Upstream request failed: [invalid_request_error] The `reasoning_content` in the thinking mode must be passed back to the API.""}}"
upstream_http_error,2026-08-03 01:11:40,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 01:11:40,226 - WARNING - [remote] upstream error status=400 url=https://api.deepseek.com/v1/chat/completions body={""error"":{""message"":""The `reasoning_content` in the thinking mode must be passed back to the API."",""type"":""invalid_request_error"",""param"":null,""code"":""invalid_request_error""}}"
upstream_http_error,2026-08-03 01:11:50,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 01:11:50,677 - WARNING - [remote] upstream error status=400 url=https://opencode.ai/zen/go/v1/chat/completions body={""error"":{""param"":null,""type"":""invalid_request_error"",""code"":""invalid_request_error"",""message"":""Error from provider (Console Go): Upstream request failed: [invalid_request_error] The `reasoning_content` in the thinking mode must be passed back to the API.""}}"
upstream_http_error,2026-08-03 01:14:01,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 01:14:01,175 - WARNING - [remote] upstream error status=400 url=https://opencode.ai/zen/go/v1/chat/completions body={""error"":{""param"":null,""type"":""invalid_request_error"",""code"":""invalid_request_error"",""message"":""Error from provider (Console Go): Upstream request failed: [invalid_request_error] The `reasoning_content` in the thinking mode must be passed back to the API.""}}"
upstream_http_error,2026-08-03 01:14:01,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 01:14:01,963 - WARNING - [remote] upstream error status=400 url=https://opencode.ai/zen/go/v1/chat/completions body={""error"":{""param"":null,""type"":""invalid_request_error"",""code"":""invalid_request_error"",""message"":""Error from provider (Console Go): Upstream request failed: [invalid_request_error] The `reasoning_content` in the thinking mode must be passed back to the API.""}}"
upstream_http_error,2026-08-03 01:14:02,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 01:14:02,523 - WARNING - [remote] upstream error status=400 url=https://api.deepseek.com/v1/chat/completions body={""error"":{""message"":""The `reasoning_content` in the thinking mode must be passed back to the API."",""type"":""invalid_request_error"",""param"":null,""code"":""invalid_request_error""}}"
upstream_http_error,2026-08-03 01:14:35,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 01:14:35,580 - WARNING - [remote] upstream error status=400 url=https://opencode.ai/zen/go/v1/chat/completions body={""error"":{""param"":null,""type"":""invalid_request_error"",""code"":""invalid_request_error"",""message"":""Error from provider (Console Go): Upstream request failed: [invalid_request_error] The `reasoning_content` in the thinking mode must be passed back to the API.""}}"
upstream_http_error,2026-08-03 01:16:01,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 01:16:01,549 - WARNING - [remote] upstream error status=400 url=https://opencode.ai/zen/go/v1/chat/completions body={""error"":{""param"":null,""type"":""invalid_request_error"",""code"":""invalid_request_error"",""message"":""Error from provider (Console Go): Upstream request failed: [invalid_request_error] The `reasoning_content` in the thinking mode must be passed back to the API.""}}"
upstream_http_error,2026-08-03 01:16:02,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 01:16:02,370 - WARNING - [remote] upstream error status=400 url=https://opencode.ai/zen/go/v1/chat/completions body={""error"":{""param"":null,""type"":""invalid_request_error"",""code"":""invalid_request_error"",""message"":""Error from provider (Console Go): Upstream request failed: [invalid_request_error] The `reasoning_content` in the thinking mode must be passed back to the API.""}}"
upstream_http_error,2026-08-03 01:16:02,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 01:16:02,914 - WARNING - [remote] upstream error status=400 url=https://api.deepseek.com/v1/chat/completions body={""error"":{""message"":""The `reasoning_content` in the thinking mode must be passed back to the API."",""type"":""invalid_request_error"",""param"":null,""code"":""invalid_request_error""}}"
upstream_http_error,2026-08-03 01:16:05,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 01:16:05,872 - WARNING - [remote] upstream error status=400 url=https://opencode.ai/zen/go/v1/chat/completions body={""error"":{""param"":null,""type"":""invalid_request_error"",""code"":""invalid_request_error"",""message"":""Error from provider (Console Go): Upstream request failed: [invalid_request_error] The `reasoning_content` in the thinking mode must be passed back to the API.""}}"
upstream_http_error,2026-08-03 01:16:06,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 01:16:06,968 - WARNING - [remote] upstream error status=400 url=https://opencode.ai/zen/go/v1/chat/completions body={""error"":{""param"":null,""type"":""invalid_request_error"",""code"":""invalid_request_error"",""message"":""Error from provider (Console Go): Upstream request failed: [invalid_request_error] The `reasoning_content` in the thinking mode must be passed back to the API.""}}"
upstream_http_error,2026-08-03 01:20:46,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 01:20:46,273 - WARNING - [remote] upstream error status=400 url=https://opencode.ai/zen/go/v1/chat/completions body={""error"":{""param"":null,""type"":""invalid_request_error"",""code"":""invalid_request_error"",""message"":""Error from provider (Console Go): Upstream request failed: [invalid_request_error] The `reasoning_content` in the thinking mode must be passed back to the API.""}}"
upstream_http_error,2026-08-03 01:20:47,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 01:20:47,069 - WARNING - [remote] upstream error status=400 url=https://opencode.ai/zen/go/v1/chat/completions body={""error"":{""param"":null,""type"":""invalid_request_error"",""code"":""invalid_request_error"",""message"":""Error from provider (Console Go): Upstream request failed: [invalid_request_error] The `reasoning_content` in the thinking mode must be passed back to the API.""}}"
upstream_http_error,2026-08-03 01:20:47,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 01:20:47,662 - WARNING - [remote] upstream error status=400 url=https://api.deepseek.com/v1/chat/completions body={""error"":{""message"":""The `reasoning_content` in the thinking mode must be passed back to the API."",""type"":""invalid_request_error"",""param"":null,""code"":""invalid_request_error""}}"
upstream_http_error,2026-08-03 01:20:47,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 01:20:47,824 - WARNING - [remote] upstream error status=400 url=https://opencode.ai/zen/go/v1/chat/completions body={""error"":{""param"":null,""type"":""invalid_request_error"",""code"":""invalid_request_error"",""message"":""Error from provider (Console Go): Upstream request failed: [invalid_request_error] The `reasoning_content` in the thinking mode must be passed back to the API.""}}"
upstream_http_error,2026-08-03 01:20:48,,,,,,400,,,proxy.log.2026-08-03_03,"2026-08-03 01:20:48,744 - WARNING - [remote] upstream error status=400 url=https://opencode.ai/zen/go/v1/chat/completions body={""error"":{""param"":null,""type"":""invalid_request_error"",""code"":""invalid_request_error"",""message"":""Error from provider (Console Go): Upstream request failed: [invalid_request_error] The `reasoning_content` in the thinking mode must be passed back to the API.""}}"
